"Sm_Messstelle","Sm_DatumZeit","Sm_schnee"
301,2013-03-31,193
301,2013-04-01,208
301,2013-04-02,216
301,2013-04-03,204
301,2013-04-04,189
301,2013-04-05,167
301,2013-04-06,158
301,2013-04-07,134
301,2013-04-08,121
301,2013-04-09,104
301,2013-04-10,94
301,2013-04-11,75
301,2013-04-12,60
301,2013-04-13,45
301,2013-04-14,28
301,2013-04-15,19
301,2013-04-16,19
301,2013-04-17,20
301,2013-04-18,21
301,2013-04-19,20
301,2013-04-20,15
301,2013-04-21,20
302,2012-12-01,20
302,2012-12-02,25
302,2012-12-03,20
302,2012-12-04,18
302,2012-12-05,32
302,2012-12-06,28
302,2012-12-07,35
302,2012-12-08,26
302,2012-12-09,20
302,2012-12-10,28
302,2012-12-11,39
302,2012-12-12,46
302,2012-12-13,46
302,2012-12-14,52
302,2012-12-15,52
302,2012-12-16,52
302,2012-12-17,52
302,2012-12-18,51
302,2012-12-19,52
302,2012-12-20,54
302,2012-12-21,47
302,2012-12-22,63
302,2012-12-23,64
302,2012-12-24,83
302,2012-12-25,99
302,2012-12-26,105
302,2012-12-27,131
302,2012-12-28,133
302,2012-12-29,132
302,2012-12-30,131
302,2012-12-31,127
302,2013-01-01,133
302,2013-01-02,137
302,2013-01-03,149
302,2013-01-04,159
302,2013-01-05,165
302,2013-01-06,183
302,2013-01-07,185
302,2013-01-08,202
302,2013-01-09,208
302,2013-01-10,216
302,2013-01-11,226
302,2013-01-12,235
302,2013-01-13,253
302,2013-01-14,258
302,2013-01-15,271
302,2013-01-16,276
302,2013-01-17,288
302,2013-01-18,303
302,2013-01-19,314
302,2013-01-20,322
302,2013-01-21,330
302,2013-01-22,329
302,2013-01-23,329
302,2013-01-24,332
302,2013-01-25,332
302,2013-01-26,328
302,2013-01-27,334
302,2013-01-28,333
302,2013-01-29,328
302,2013-01-30,333
302,2013-01-31,326
302,2013-02-01,317
302,2013-02-02,301
302,2013-02-03,286
302,2013-02-04,275
302,2013-02-05,267
302,2013-02-06,247
302,2013-02-07,243
302,2013-02-08,228
302,2013-02-09,215
302,2013-02-10,201
302,2013-02-11,188
302,2013-02-12,169
302,2013-02-13,164
302,2013-02-14,145
302,2013-02-15,137
302,2013-02-16,124
302,2013-02-17,135
302,2013-02-18,161
302,2013-02-19,175
302,2013-02-20,197
302,2013-02-21,214
302,2013-02-22,228
302,2013-02-23,219
302,2013-02-24,223
302,2013-02-25,216
302,2013-02-26,223
302,2013-02-27,219
302,2013-02-28,219
302,2013-03-01,226
302,2013-03-02,200
302,2013-03-03,193
302,2013-03-04,184
302,2013-03-05,167
302,2013-03-06,163
302,2013-03-07,148
302,2013-03-08,141
302,2013-03-09,127
302,2013-03-10,122
302,2013-03-11,108
302,2013-03-12,95
302,2013-03-13,100
302,2013-03-14,91
302,2013-03-15,84
302,2013-03-16,81
302,2013-03-17,78
302,2013-03-18,77
302,2013-03-19,68
302,2013-03-20,63
302,2013-03-21,62
302,2013-03-22,72
302,2013-03-23,91
302,2013-03-24,102
302,2013-03-25,109
302,2013-03-26,126
302,2013-03-27,135
302,2013-03-28,143
302,2013-03-29,157
302,2013-03-30,167
302,2013-03-31,179
302,2013-04-01,194
302,2013-04-02,209
302,2013-04-03,188
302,2013-04-04,180
302,2013-04-05,155
302,2013-04-06,144
302,2013-04-07,132
302,2013-04-08,113
302,2013-04-09,93
302,2013-04-10,81
302,2013-04-11,58
302,2013-04-12,50
302,2013-04-13,36
302,2013-04-14,18
302,2013-04-15,12
302,2013-04-16,6
302,2013-04-17,14
302,2013-04-18,9
302,2013-04-19,13
302,2013-04-20,11
302,2013-04-21,10
303,2012-12-01,18
303,2012-12-02,19
303,2012-12-03,20
303,2012-12-04,23
303,2012-12-05,26
303,2012-12-06,30
303,2012-12-07,26
303,2012-12-08,27
303,2012-12-09,24
303,2012-12-10,18
303,2012-12-11,37
303,2012-12-12,44
303,2012-12-13,44
303,2012-12-14,50
303,2012-12-15,46
303,2012-12-16,47
303,2012-12-17,52
303,2012-12-18,51
303,2012-12-19,52
303,2012-12-20,49
303,2012-12-21,54
303,2012-12-22,62
303,2012-12-23,68
303,2012-12-24,84
303,2012-12-25,95
303,2012-12-26,111
303,2012-12-27,127
303,2012-12-28,130
303,2012-12-29,131
303,2012-12-30,128
303,2012-12-31,125
303,2013-01-01,124
303,2013-01-02,138
303,2013-01-03,153
303,2013-01-04,155
303,2013-01-05,171
303,2013-01-06,183
303,2013-01-07,184
303,2013-01-08,194
303,2013-01-09,211
303,2013-01-10,219
303,2013-01-11,233
303,2013-01-12,243
303,2013-01-13,252
303,2013-01-14,263
303,2013-01-15,266
303,2013-01-16,276
303,2013-01-17,287
303,2013-01-18,294
303,2013-01-19,312
303,2013-01-20,320
303,2013-01-21,327
303,2013-01-22,328
303,2013-01-23,327
303,2013-01-24,327
303,2013-01-25,324
303,2013-01-26,324
303,2013-01-27,331
303,2013-01-28,325
303,2013-01-29,332
303,2013-01-30,325
303,2013-01-31,325
303,2013-02-01,318
303,2013-02-02,303
303,2013-02-03,293
303,2013-02-04,278
303,2013-02-05,259
303,2013-02-06,253
303,2013-02-07,240
303,2013-02-08,222
303,2013-02-09,212
303,2013-02-10,202
303,2013-02-11,182
303,2013-02-12,175
303,2013-02-13,157
303,2013-02-14,143
303,2013-02-15,130
303,2013-02-16,116
303,2013-02-17,138
303,2013-02-18,156
303,2013-02-19,178
303,2013-02-20,197
303,2013-02-21,209
303,2013-02-22,231
303,2013-02-23,220
303,2013-02-24,224
303,2013-02-25,217
303,2013-02-26,216
303,2013-02-27,218
303,2013-02-28,222
303,2013-03-01,216
303,2013-03-02,201
303,2013-03-03,187
303,2013-03-04,178
303,2013-03-05,168
303,2013-03-06,154
303,2013-03-07,153
303,2013-03-08,141
303,2013-03-09,132
303,2013-03-10,116
303,2013-03-11,100
303,2013-03-12,101
303,2013-03-13,95
303,2013-03-14,93
303,2013-03-15,91
303,2013-03-16,84
303,2013-03-17,78
303,2013-03-18,78
303,2013-03-19,67
303,2013-03-20,71
303,2013-03-21,67
303,2013-03-22,74
303,2013-03-23,85
303,2013-03-24,95
303,2013-03-25,107
303,2013-03-26,125
303,2013-03-27,133
303,2013-03-28,146
303,2013-03-29,162
303,2013-03-30,168
303,2013-03-31,178
303,2013-04-01,198
303,2013-04-02,208
303,2013-04-03,194
303,2013-04-04,172
303,2013-04-05,156
303,2013-04-06,141
303,2013-04-07,124
303,2013-04-08,114
303,2013-04-09,95
303,2013-04-10,74
303,2013-04-11,65
303,2013-04-12,43
303,2013-04-13,26
303,2013-04-14,11
303,2013-04-15,6
303,2013-04-16,13
303,2013-04-17,11
303,2013-04-18,4
303,2013-04-19,8
303,2013-04-20,9
303,2013-04-21,8
304,2012-12-01,19
304,2012-12-02,15
304,2012-12-03,23
304,2012-12-04,19
304,2012-12-05,32
304,2012-12-06,34
304,2012-12-07,27
304,2012-12-08,29
304,2012-12-09,24
304,2012-12-10,22
304,2012-12-11,45
304,2012-12-12,39
304,2012-12-13,40
304,2012-12-14,46
304,2012-12-15,49
304,2012-12-16,54
304,2012-12-17,49
304,2012-12-18,46
304,2012-12-19,53
304,2012-12-20,46
304,2012-12-21,48
304,2012-12-22,63
304,2012-12-23,65
304,2012-12-24,80
304,2012-12-25,93
304,2012-12-26,105
304,2012-12-27,129
304,2012-12-28,127
304,2012-12-29,129
304,2012-12-30,127
304,2012-12-31,126
304,2013-01-01,126
304,2013-01-02,136
304,2013-01-03,147
304,2013-01-04,161
304,2013-01-05,166
304,2013-01-06,178
304,2013-01-07,190
304,2013-01-08,199
304,2013-01-09,207
304,2013-01-10,219
304,2013-01-11,231
304,2013-01-12,242
304,2013-01-13,246
304,2013-01-14,263
304,2013-01-15,266
304,2013-01-16,282
304,2013-01-17,287
304,2013-01-18,299
304,2013-01-19,309
304,2013-01-20,316
304,2013-01-21,328
304,2013-01-22,323
304,2013-01-23,323
304,2013-01-24,327
304,2013-01-25,324
304,2013-01-26,332
304,2013-01-27,331
304,2013-01-28,324
304,2013-01-29,328
304,2013-01-30,331
304,2013-01-31,323
304,2013-02-01,312
304,2013-02-02,299
304,2013-02-03,287
304,2013-02-04,274
304,2013-02-05,261
304,2013-02-06,250
304,2013-02-07,232
304,2013-02-08,223
304,2013-02-09,210
304,2013-02-10,195
304,2013-02-11,186
304,2013-02-12,167
304,2013-02-13,159
304,2013-02-14,150
304,2013-02-15,136
304,2013-02-16,120
304,2013-02-17,136
304,2013-02-18,152
304,2013-02-19,171
304,2013-02-20,193
304,2013-02-21,211
304,2013-02-22,224
304,2013-02-23,223
304,2013-02-24,222
304,2013-02-25,219
304,2013-02-26,216
304,2013-02-27,218
304,2013-02-28,222
304,2013-03-01,223
304,2013-03-02,197
304,2013-03-03,192
304,2013-03-04,181
304,2013-03-05,172
304,2013-03-06,160
304,2013-03-07,149
304,2013-03-08,140
304,2013-03-09,129
304,2013-03-10,117
304,2013-03-11,106
304,2013-03-12,97
304,2013-03-13,93
304,2013-03-14,91
304,2013-03-15,89
304,2013-03-16,78
304,2013-03-17,82
304,2013-03-18,73
304,2013-03-19,69
304,2013-03-20,66
304,2013-03-21,62
304,2013-03-22,78
304,2013-03-23,81
304,2013-03-24,93
304,2013-03-25,113
304,2013-03-26,125
304,2013-03-27,130
304,2013-03-28,141
304,2013-03-29,162
304,2013-03-30,172
304,2013-03-31,180
304,2013-04-01,197
304,2013-04-02,211
304,2013-04-03,187
304,2013-04-04,176
304,2013-04-05,155
304,2013-04-06,139
304,2013-04-07,127
304,2013-04-08,106
304,2013-04-09,93
304,2013-04-10,74
304,2013-04-11,57
304,2013-04-12,47
304,2013-04-13,27
304,2013-04-14,13
304,2013-04-15,7
304,2013-04-16,4
304,2013-04-17,11
304,2013-04-18,7
304,2013-04-19,11
304,2013-04-20,7
304,2013-04-21,11
305,2012-12-01,0
305,2012-12-02,0
305,2012-12-03,0
305,2012-12-04,0
305,2012-12-05,7
305,2012-12-06,13
305,2012-12-07,9
305,2012-12-08,2
305,2012-12-09,3
305,2012-12-10,0
305,2012-12-11,24
305,2012-12-12,16
305,2012-12-13,23
305,2012-12-14,20
305,2012-12-15,29
305,2012-12-16,28
305,2012-12-17,24
305,2012-12-18,28
305,2012-12-19,24
305,2012-12-20,27
305,2012-12-21,33
305,2012-12-22,43
305,2012-12-23,46
305,2012-12-24,60
305,2012-12-25,71
305,2012-12-26,83
305,2012-12-27,108
305,2012-12-28,103
305,2012-12-29,104
305,2012-12-30,105
305,2012-12-31,104
305,2013-01-01,108
305,2013-01-02,114
305,2013-01-03,121
305,2013-01-04,137
305,2013-01-05,149
305,2013-01-06,156
305,2013-01-07,168
305,2013-01-08,177
305,2013-01-09,189
305,2013-01-10,200
305,2013-01-11,211
305,2013-01-12,215
305,2013-01-13,226
305,2013-01-14,239
305,2013-01-15,243
305,2013-01-16,251
305,2013-01-17,262
305,2013-01-18,272
305,2013-01-19,291
305,2013-01-20,294
305,2013-01-21,307
305,2013-01-22,307
305,2013-01-23,306
305,2013-01-24,307
305,2013-01-25,309
305,2013-01-26,306
305,2013-01-27,309
305,2013-01-28,306
305,2013-01-29,302
305,2013-01-30,309
305,2013-01-31,303
305,2013-02-01,293
305,2013-02-02,281
305,2013-02-03,267
305,2013-02-04,256
305,2013-02-05,240
305,2013-02-06,232
305,2013-02-07,214
305,2013-02-08,197
305,2013-02-09,192
305,2013-02-10,173
305,2013-02-11,166
305,2013-02-12,145
305,2013-02-13,138
305,2013-02-14,128
305,2013-02-15,116
305,2013-02-16,99
305,2013-02-17,118
305,2013-02-18,134
305,2013-02-19,147
305,2013-02-20,172
305,2013-02-21,193
305,2013-02-22,209
305,2013-02-23,195
305,2013-02-24,198
305,2013-02-25,202
305,2013-02-26,196
305,2013-02-27,193
305,2013-02-28,199
305,2013-03-01,198
305,2013-03-02,175
305,2013-03-03,164
305,2013-03-04,156
305,2013-03-05,148
305,2013-03-06,131
305,2013-03-07,126
305,2013-03-08,120
305,2013-03-09,107
305,2013-03-10,91
305,2013-03-11,80
305,2013-03-12,74
305,2013-03-13,74
305,2013-03-14,70
305,2013-03-15,63
305,2013-03-16,58
305,2013-03-17,56
305,2013-03-18,49
305,2013-03-19,51
305,2013-03-20,44
305,2013-03-21,35
305,2013-03-22,47
305,2013-03-23,67
305,2013-03-24,75
305,2013-03-25,84
305,2013-03-26,96
305,2013-03-27,108
305,2013-03-28,129
305,2013-03-29,134
305,2013-03-30,146
305,2013-03-31,162
305,2013-04-01,171
305,2013-04-02,188
305,2013-04-03,164
305,2013-04-04,156
305,2013-04-05,135
305,2013-04-06,118
305,2013-04-07,102
305,2013-04-08,84
305,2013-04-09,72
305,2013-04-10,54
305,2013-04-11,36
305,2013-04-12,29
305,2013-04-13,8
305,2013-04-14,0
305,2013-04-15,0
305,2013-04-16,0
305,2013-04-17,0
305,2013-04-18,0
305,2013-04-19,0
305,2013-04-20,0
305,2013-04-21,0
306,2012-12-01,27
306,2012-12-02,23
306,2012-12-03,22
306,2012-12-04,29
306,2012-12-05,38
306,2012-12-06,35
306,2012-12-07,38
306,2012-12-08,30
306,2012-12-09,25
306,2012-12-10,34
306,2012-12-11,46
306,2012-12-12,51
306,2012-12-13,50
306,2012-12-14,49
306,2012-12-15,54
306,2012-12-16,53
306,2012-12-17,62
306,2012-12-18,61
306,2012-12-19,55
306,2012-12-20,62
306,2012-12-21,57
306,2012-12-22,66
306,2012-12-23,71
306,2012-12-24,97
306,2012-12-25,106
306,2012-12-26,110
306,2012-12-27,140
306,2012-12-28,139
306,2012-12-29,140
306,2012-12-30,131
306,2012-12-31,133
306,2013-01-01,137
306,2013-01-02,150
306,2013-01-03,152
306,2013-01-04,168
306,2013-01-05,173
306,2013-01-06,186
306,2013-01-07,193
306,2013-01-08,208
306,2013-01-09,219
306,2013-01-10,229
306,2013-01-11,239
306,2013-01-12,244
306,2013-01-13,256
306,2013-01-14,267
306,2013-01-15,272
306,2013-01-16,281
306,2013-01-17,296
306,2013-01-18,302
306,2013-01-19,311
306,2013-01-20,327
306,2013-01-21,331
306,2013-01-22,331
306,2013-01-23,338
306,2013-01-24,334
306,2013-01-25,337
306,2013-01-26,339
306,2013-01-27,336
306,2013-01-28,334
306,2013-01-29,335
306,2013-01-30,335
306,2013-01-31,334
306,2013-02-01,322
306,2013-02-02,305
306,2013-02-03,297
306,2013-02-04,285
306,2013-02-05,270
306,2013-02-06,260
306,2013-02-07,240
306,2013-02-08,235
306,2013-02-09,215
306,2013-02-10,206
306,2013-02-11,190
306,2013-02-12,179
306,2013-02-13,171
306,2013-02-14,151
306,2013-02-15,137
306,2013-02-16,125
306,2013-02-17,142
306,2013-02-18,161
306,2013-02-19,180
306,2013-02-20,198
306,2013-02-21,222
306,2013-02-22,234
306,2013-02-23,225
306,2013-02-24,224
306,2013-02-25,230
306,2013-02-26,231
306,2013-02-27,231
306,2013-02-28,232
306,2013-03-01,229
306,2013-03-02,209
306,2013-03-03,199
306,2013-03-04,183
306,2013-03-05,174
306,2013-03-06,167
306,2013-03-07,160
306,2013-03-08,149
306,2013-03-09,131
306,2013-03-10,129
306,2013-03-11,106
306,2013-03-12,102
306,2013-03-13,106
306,2013-03-14,95
306,2013-03-15,95
306,2013-03-16,94
306,2013-03-17,89
306,2013-03-18,81
306,2013-03-19,73
306,2013-03-20,72
306,2013-03-21,69
306,2013-03-22,77
306,2013-03-23,90
306,2013-03-24,102
306,2013-03-25,113
306,2013-03-26,130
306,2013-03-27,146
306,2013-03-28,149
306,2013-03-29,168
306,2013-03-30,180
306,2013-03-31,186
306,2013-04-01,201
306,2013-04-02,213
306,2013-04-03,199
306,2013-04-04,179
306,2013-04-05,166
306,2013-04-06,147
306,2013-04-07,133
306,2013-04-08,120
306,2013-04-09,100
306,2013-04-10,84
306,2013-04-11,65
306,2013-04-12,56
306,2013-04-13,42
306,2013-04-14,21
306,2013-04-15,13
306,2013-04-16,18
306,2013-04-17,19
306,2013-04-18,17
306,2013-04-19,11
306,2013-04-20,14
306,2013-04-21,14
307,2012-12-01,59
307,2012-12-02,57
307,2012-12-03,55
307,2012-12-04,63
307,2012-12-05,73
307,2012-12-06,69
307,2012-12-07,68
307,2012-12-08,67
307,2012-12-09,63
307,2012-12-10,61
307,2012-12-11,80
307,2012-12-12,84
307,2012-12-13,84
307,2012-12-14,88
307,2012-12-15,91
307,2012-12-16,88
307,2012-12-17,89
307,2012-12-18,94
307,2012-12-19,90
307,2012-12-20,89
307,2012-12-21,87
307,2012-12-22,101
307,2012-12-23,103
307,2012-12-24,123
307,2012-12-25,140
307,2012-12-26,149
307,2012-12-27,173
307,2012-12-28,170
307,2012-12-29,166
307,2012-12-30,169
307,2012-12-31,166
307,2013-01-01,165
307,2013-01-02,177
307,2013-01-03,193
307,2013-01-04,200
307,2013-01-05,212
307,2013-01-06,222
307,2013-01-07,226
307,2013-01-08,235
307,2013-01-09,246
307,2013-01-10,258
307,2013-01-11,273
307,2013-01-12,283
307,2013-01-13,293
307,2013-01-14,295
307,2013-01-15,306
307,2013-01-16,323
307,2013-01-17,325
307,2013-01-18,334
307,2013-01-19,351
307,2013-01-20,359
307,2013-01-21,368
307,2013-01-22,365
307,2013-01-23,373
307,2013-01-24,373
307,2013-01-25,372
307,2013-01-26,369
307,2013-01-27,368
307,2013-01-28,372
307,2013-01-29,370
307,2013-01-30,368
307,2013-01-31,369
307,2013-02-01,356
307,2013-02-02,344
307,2013-02-03,329
307,2013-02-04,316
307,2013-02-05,302
307,2013-02-06,291
307,2013-02-07,282
307,2013-02-08,260
307,2013-02-09,254
307,2013-02-10,237
307,2013-02-11,227
307,2013-02-12,214
307,2013-02-13,199
307,2013-02-14,187
307,2013-02-15,173
307,2013-02-16,159
307,2013-02-17,177
307,2013-02-18,193
307,2013-02-19,216
307,2013-02-20,232
307,2013-02-21,251
307,2013-02-22,272
307,2013-02-23,257
307,2013-02-24,264
307,2013-02-25,260
307,2013-02-26,262
307,2013-02-27,263
307,2013-02-28,256
307,2013-03-01,265
307,2013-03-02,237
307,2013-03-03,232
307,2013-03-04,222
307,2013-03-05,208
307,2013-03-06,200
307,2013-03-07,193
307,2013-03-08,180
307,2013-03-09,172
307,2013-03-10,157
307,2013-03-11,138
307,2013-03-12,138
307,2013-03-13,130
307,2013-03-14,132
307,2013-03-15,128
307,2013-03-16,123
307,2013-03-17,118
307,2013-03-18,110
307,2013-03-19,111
307,2013-03-20,107
307,2013-03-21,105
307,2013-03-22,112
307,2013-03-23,124
307,2013-03-24,135
307,2013-03-25,146
307,2013-03-26,159
307,2013-03-27,180
307,2013-03-28,187
307,2013-03-29,201
307,2013-03-30,212
307,2013-03-31,224
307,2013-04-01,234
307,2013-04-02,249
307,2013-04-03,236
307,2013-04-04,215
307,2013-04-05,204
307,2013-04-06,187
307,2013-04-07,164
307,2013-04-08,148
307,2013-04-09,139
307,2013-04-10,119
307,2013-04-11,104
307,2013-04-12,90
307,2013-04-13,75
307,2013-04-14,60
307,2013-04-15,54
307,2013-04-16,48
307,2013-04-17,53
307,2013-04-18,48
307,2013-04-19,51
307,2013-04-20,45
307,2013-04-21,47
308,2012-12-01,72
308,2012-12-02,72
308,2012-12-03,72
308,2012-12-04,77
308,2012-12-05,86
308,2012-12-06,86
308,2012-12-07,84
308,2012-12-08,85
308,2012-12-09,79
308,2012-12-10,79
308,2012-12-11,99
308,2012-12-12,99
308,2012-12-13,99
308,2012-12-14,98
308,2012-12-15,110
308,2012-12-16,108
308,2012-12-17,101
308,2012-12-18,102
308,2012-12-19,106
308,2012-12-20,104
308,2012-12-21,110
308,2012-12-22,122
308,2012-12-23,118
308,2012-12-24,139
308,2012-12-25,154
308,2012-12-26,161
308,2012-12-27,184
308,2012-12-28,187
308,2012-12-29,188
308,2012-12-30,180
308,2012-12-31,188
308,2013-01-01,184
308,2013-01-02,198
308,2013-01-03,199
308,2013-01-04,218
308,2013-01-05,226
308,2013-01-06,235
308,2013-01-07,245
308,2013-01-08,250
308,2013-01-09,260
308,2013-01-10,273
308,2013-01-11,284
308,2013-01-12,290
308,2013-01-13,302
308,2013-01-14,315
308,2013-01-15,320
308,2013-01-16,330
308,2013-01-17,345
308,2013-01-18,357
308,2013-01-19,363
308,2013-01-20,371
308,2013-01-21,380
308,2013-01-22,386
308,2013-01-23,383
308,2013-01-24,384
308,2013-01-25,380
308,2013-01-26,381
308,2013-01-27,385
308,2013-01-28,380
308,2013-01-29,384
308,2013-01-30,384
308,2013-01-31,384
308,2013-02-01,375
308,2013-02-02,361
308,2013-02-03,347
308,2013-02-04,334
308,2013-02-05,319
308,2013-02-06,301
308,2013-02-07,295
308,2013-02-08,283
308,2013-02-09,262
308,2013-02-10,252
308,2013-02-11,245
308,2013-02-12,227
308,2013-02-13,212
308,2013-02-14,198
308,2013-02-15,192
308,2013-02-16,174
308,2013-02-17,197
308,2013-02-18,211
308,2013-02-19,227
308,2013-02-20,251
308,2013-02-21,265
308,2013-02-22,282
308,2013-02-23,274
308,2013-02-24,278
308,2013-02-25,271
308,2013-02-26,272
308,2013-02-27,276
308,2013-02-28,279
308,2013-03-01,276
308,2013-03-02,249
308,2013-03-03,246
308,2013-03-04,234
308,2013-03-05,226
308,2013-03-06,216
308,2013-03-07,207
308,2013-03-08,189
308,2013-03-09,183
308,2013-03-10,178
308,2013-03-11,158
308,2013-03-12,153
308,2013-03-13,154
308,2013-03-14,141
308,2013-03-15,140
308,2013-03-16,133
308,2013-03-17,131
308,2013-03-18,129
308,2013-03-19,130
308,2013-03-20,119
308,2013-03-21,120
308,2013-03-22,131
308,2013-03-23,140
308,2013-03-24,154
308,2013-03-25,166
308,2013-03-26,174
308,2013-03-27,188
308,2013-03-28,199
308,2013-03-29,212
308,2013-03-30,230
308,2013-03-31,240
308,2013-04-01,251
308,2013-04-02,267
308,2013-04-03,247
308,2013-04-04,225
308,2013-04-05,211
308,2013-04-06,194
308,2013-04-07,177
308,2013-04-08,161
308,2013-04-09,154
308,2013-04-10,137
308,2013-04-11,118
308,2013-04-12,100
308,2013-04-13,89
308,2013-04-14,69
308,2013-04-15,67
308,2013-04-16,64
308,2013-04-17,62
308,2013-04-18,64
308,2013-04-19,62
308,2013-04-20,62
308,2013-04-21,61
309,2012-12-01,49
309,2012-12-02,44
309,2012-12-03,45
309,2012-12-04,44
309,2012-12-05,61
309,2012-12-06,61
309,2012-12-07,56
309,2012-12-08,53
309,2012-12-09,48
309,2012-12-10,47
309,2012-12-11,72
309,2012-12-12,66
309,2012-12-13,72
309,2012-12-14,74
309,2012-12-15,74
309,2012-12-16,77
309,2012-12-17,74
309,2012-12-18,77
309,2012-12-19,79
309,2012-12-20,76
309,2012-12-21,74
309,2012-12-22,96
309,2012-12-23,99
309,2012-12-24,114
309,2012-12-25,124
309,2012-12-26,135
309,2012-12-27,157
309,2012-12-28,154
309,2012-12-29,153
309,2012-12-30,152
309,2012-12-31,159
309,2013-01-01,159
309,2013-01-02,165
309,2013-01-03,176
309,2013-01-04,190
309,2013-01-05,199
309,2013-01-06,206
309,2013-01-07,215
309,2013-01-08,227
309,2013-01-09,233
309,2013-01-10,247
309,2013-01-11,257
309,2013-01-12,268
309,2013-01-13,273
309,2013-01-14,284
309,2013-01-15,297
309,2013-01-16,303
309,2013-01-17,312
309,2013-01-18,322
309,2013-01-19,334
309,2013-01-20,345
309,2013-01-21,352
309,2013-01-22,354
309,2013-01-23,356
309,2013-01-24,358
309,2013-01-25,360
309,2013-01-26,359
309,2013-01-27,357
309,2013-01-28,358
309,2013-01-29,357
309,2013-01-30,358
309,2013-01-31,358
309,2013-02-01,344
309,2013-02-02,326
309,2013-02-03,320
309,2013-02-04,301
309,2013-02-05,289
309,2013-02-06,275
309,2013-02-07,269
309,2013-02-08,248
309,2013-02-09,243
309,2013-02-10,227
309,2013-02-11,209
309,2013-02-12,202
309,2013-02-13,188
309,2013-02-14,175
309,2013-02-15,162
309,2013-02-16,146
309,2013-02-17,162
309,2013-02-18,188
309,2013-02-19,199
309,2013-02-20,221
309,2013-02-21,238
309,2013-02-22,253
309,2013-02-23,253
309,2013-02-24,244
309,2013-02-25,244
309,2013-02-26,246
309,2013-02-27,244
309,2013-02-28,250
309,2013-03-01,249
309,2013-03-02,225
309,2013-03-03,214
309,2013-03-04,205
309,2013-03-05,195
309,2013-03-06,189
309,2013-03-07,176
309,2013-03-08,162
309,2013-03-09,157
309,2013-03-10,145
309,2013-03-11,129
309,2013-03-12,131
309,2013-03-13,123
309,2013-03-14,120
309,2013-03-15,114
309,2013-03-16,108
309,2013-03-17,105
309,2013-03-18,102
309,2013-03-19,95
309,2013-03-20,95
309,2013-03-21,88
309,2013-03-22,100
309,2013-03-23,119
309,2013-03-24,129
309,2013-03-25,142
309,2013-03-26,149
309,2013-03-27,159
309,2013-03-28,170
309,2013-03-29,190
309,2013-03-30,195
309,2013-03-31,208
309,2013-04-01,223
309,2013-04-02,235
309,2013-04-03,218
309,2013-04-04,198
309,2013-04-05,185
309,2013-04-06,172
309,2013-04-07,151
309,2013-04-08,136
309,2013-04-09,125
309,2013-04-10,109
309,2013-04-11,87
309,2013-04-12,69
309,2013-04-13,56
309,2013-04-14,41
309,2013-04-15,41
309,2013-04-16,38
309,2013-04-17,41
309,2013-04-18,33
309,2013-04-19,36
309,2013-04-20,33
309,2013-04-21,38
310,2012-12-01,52
310,2012-12-02,55
310,2012-12-03,53
310,2012-12-04,56
310,2012-12-05,69
310,2012-12-06,69
310,2012-12-07,65
310,2012-12-08,64
310,2012-12-09,57
310,2012-12-10,63
310,2012-12-11,73
310,2012-12-12,81
310,2012-12-13,78
310,2012-12-14,85
310,2012-12-15,87
310,2012-12-16,88
310,2012-12-17,82
310,2012-12-18,87
310,2012-12-19,82
310,2012-12-20,91
310,2012-12-21,89
310,2012-12-22,100
310,2012-12-23,101
310,2012-12-24,118
310,2012-12-25,135
310,2012-12-26,146
310,2012-12-27,162
310,2012-12-28,163
310,2012-12-29,160
310,2012-12-30,167
310,2012-12-31,169
310,2013-01-01,167
310,2013-01-02,173
310,2013-01-03,179
310,2013-01-04,199
310,2013-01-05,207
310,2013-01-06,219
310,2013-01-07,221
310,2013-01-08,237
310,2013-01-09,246
310,2013-01-10,251
310,2013-01-11,260
310,2013-01-12,272
310,2013-01-13,282
310,2013-01-14,295
310,2013-01-15,301
310,2013-01-16,309
310,2013-01-17,326
310,2013-01-18,330
310,2013-01-19,345
310,2013-01-20,355
310,2013-01-21,361
310,2013-01-22,367
310,2013-01-23,364
310,2013-01-24,363
310,2013-01-25,367
310,2013-01-26,361
310,2013-01-27,366
310,2013-01-28,361
310,2013-01-29,361
310,2013-01-30,369
310,2013-01-31,360
310,2013-02-01,354
310,2013-02-02,334
310,2013-02-03,325
310,2013-02-04,310
310,2013-02-05,302
310,2013-02-06,289
310,2013-02-07,275
310,2013-02-08,260
310,2013-02-09,249
310,2013-02-10,235
310,2013-02-11,225
310,2013-02-12,211
310,2013-02-13,196
310,2013-02-14,181
310,2013-02-15,171
310,2013-02-16,158
310,2013-02-17,175
310,2013-02-18,190
310,2013-02-19,207
310,2013-02-20,228
310,2013-02-21,247
310,2013-02-22,262
310,2013-02-23,258
310,2013-02-24,258
310,2013-02-25,257
310,2013-02-26,254
310,2013-02-27,254
310,2013-02-28,260
310,2013-03-01,253
310,2013-03-02,239
310,2013-03-03,219
310,2013-03-04,213
310,2013-03-05,209
310,2013-03-06,195
310,2013-03-07,188
310,2013-03-08,176
310,2013-03-09,163
310,2013-03-10,154
310,2013-03-11,142
310,2013-03-12,135
310,2013-03-13,128
310,2013-03-14,126
310,2013-03-15,126
310,2013-03-16,120
310,2013-03-17,118
310,2013-03-18,114
310,2013-03-19,110
310,2013-03-20,107
310,2013-03-21,99
